customer_id,customer_name,segment,region,state,city,analysis_date,first_order_date,last_order_date,days_since_last_order,expected_reorder_days,inactivity_ratio,total_orders,lifetime_sales,lifetime_profit,avg_order_value,profit_margin_pct,customer_segment,orders_last_90_days,sales_last_90_days,sales_previous_90_days,sales_change_pct,behavior_trend,churn_risk_score,churn_risk_band,inactivity_status,churn_flag,declining_behavior_flag,recommended_retention_action,retention_priority_score,retention_priority_rank,priority_group
NP-18685,Nora Pelletier,Home Office,East,New York,Niagara Falls,2017-12-30,2014-03-07,2016-11-19,406,247.0,1.64,6,1228.7,514.5,204.78,41.87,Loyal Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,54.72,181,Long Tail
AR-10825,Anthony Rawles,Corporate,East,Ohio,Columbus,2017-12-30,2014-06-30,2017-11-02,58,153.0,0.38,8,4523.34,494.84,565.42,10.94,Loyal Customer,1,384.59,1990.76,-80.68,Sharp Decline,35,Low Risk,Watch,0,1,Light-touch nurture,54.7,182,Long Tail
KN-16705,Kristina Nunn,Home Office,West,Colorado,Fort Collins,2017-12-30,2014-03-02,2017-09-23,98,139.0,0.71,8,2280.58,329.76,285.07,14.46,Loyal Customer,0,0.0,1292.51,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,54.69,183,Long Tail
SP-20860,Sung Pak,Corporate,Central,Texas,Dallas,2017-12-30,2014-12-15,2017-10-12,79,67.0,1.18,10,4282.94,566.72,428.29,13.23,Loyal Customer,1,39.98,10.37,285.54,Growing,35,Low Risk,At Risk,0,0,Light-touch nurture,54.62,184,Long Tail
PJ-19015,Pauline Johnson,Consumer,East,Ohio,Columbus,2017-12-30,2014-04-07,2017-08-18,134,205.0,0.65,7,1824.23,683.0,260.6,37.44,Loyal Customer,0,0.0,9.91,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,54.61,185,Long Tail
VT-21700,Valerie Takahito,Home Office,East,Pennsylvania,Philadelphia,2017-12-30,2014-06-06,2015-04-05,1000,57.0,17.54,2,1736.6,-224.09,868.3,-12.9,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,54.6,186,Long Tail
FC-14245,Frank Carlisle,Home Office,East,Ohio,Lakewood,2017-12-30,2015-06-13,2017-10-21,70,99.0,0.71,7,3418.74,1217.17,488.39,35.6,Loyal Customer,1,171.85,220.06,-21.91,Declining,35,Low Risk,At Risk,0,1,Light-touch nurture,54.57,187,Long Tail
TM-21490,Tony Molinari,Consumer,West,California,San Francisco,2017-12-30,2017-03-30,2017-08-22,130,72.0,1.81,3,1094.68,292.52,364.89,26.72,Repeat Customer,0,0.0,768.82,-100.0,Recently Inactive,70,High Risk,Inactive,1,1,Targeted retention offer,54.54,188,Long Tail
PK-19075,Pete Kriz,Consumer,South,South Carolina,Columbia,2017-12-30,2014-11-11,2017-12-21,9,71.0,0.13,12,8646.93,2038.27,720.58,23.57,Loyal Customer,2,124.82,5829.26,-97.86,Sharp Decline,20,Low Risk,Active,0,1,Light-touch nurture,54.45,189,Long Tail
SC-20050,Sample Company A,Home Office,South,Kentucky,Henderson,2017-12-30,2014-03-18,2017-11-20,40,144.0,0.28,9,4624.57,1011.74,513.84,21.88,Loyal Customer,1,27.58,379.18,-92.73,Sharp Decline,30,Low Risk,Watch,0,1,Light-touch nurture,54.43,190,Long Tail
MA-17560,Matt Abelman,Home Office,Central,Illinois,Chicago,2017-12-30,2014-08-08,2017-10-27,64,53.0,1.21,11,4299.16,1240.23,390.83,28.85,Loyal Customer,3,109.24,0.0,,New or Reactivated,30,Low Risk,At Risk,0,0,Light-touch nurture,54.31,191,Long Tail
RS-19420,Ricardo Sperren,Corporate,East,Connecticut,Fairfield,2017-12-30,2014-08-05,2017-10-15,76,219.0,0.35,5,3221.29,633.45,644.26,19.66,Repeat Customer,1,13.05,1065.84,-98.78,Sharp Decline,40,Medium Risk,At Risk,0,1,Monitor and re-engage,54.25,192,Long Tail
GM-14680,Greg Matthias,Consumer,East,Pennsylvania,Philadelphia,2017-12-30,2014-05-10,2017-07-31,152,177.0,0.86,6,3163.63,35.49,527.27,1.12,Loyal Customer,0,0.0,285.58,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,54.25,192,Long Tail
ES-14020,Erica Smith,Consumer,South,Tennessee,Jackson,2017-12-30,2014-09-20,2017-11-20,40,248.0,0.16,5,3510.46,1003.29,702.09,28.58,Repeat Customer,1,209.57,2911.78,-92.8,Sharp Decline,35,Low Risk,Watch,0,1,Light-touch nurture,54.24,193,Long Tail
NR-18550,Nick Radford,Consumer,South,Florida,Pembroke Pines,2017-12-30,2014-06-07,2017-06-03,210,137.0,1.53,5,2367.28,-25.15,473.46,-1.06,Repeat Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,53.97,194,Long Tail
TT-21220,Thomas Thornton,Consumer,West,California,Los Angeles,2017-12-30,2014-09-23,2017-06-30,183,108.0,1.69,8,1427.04,278.74,178.38,19.53,Loyal Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,53.97,194,Long Tail
BS-11800,Bryan Spruell,Home Office,East,New York,New York City,2017-12-30,2015-09-26,2017-04-09,265,120.0,2.21,2,949.43,194.05,474.72,20.44,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,53.83,195,Long Tail
JE-15475,Jeremy Ellison,Consumer,East,New York,New Rochelle,2017-12-30,2015-03-16,2017-06-20,193,103.0,1.87,6,1388.68,276.22,231.45,19.89,Loyal Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,53.59,196,Long Tail
TG-21640,Trudy Glocke,Consumer,Central,Missouri,Saint Charles,2017-12-30,2014-03-31,2017-09-07,114,209.0,0.55,4,2074.66,365.72,518.67,17.63,Repeat Customer,0,0.0,248.82,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,53.57,197,Long Tail
NF-18595,Nicole Fjeld,Home Office,Central,Illinois,Chicago,2017-12-30,2014-04-19,2017-09-07,114,169.0,0.67,7,2031.47,388.21,290.21,19.11,Loyal Customer,0,0.0,396.11,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,53.55,198,Long Tail
SC-20695,Steve Chapman,Corporate,Central,Texas,Houston,2017-12-30,2014-12-16,2017-10-02,89,118.0,0.75,10,2576.41,611.83,257.64,23.75,Loyal Customer,1,37.21,177.2,-79.0,Sharp Decline,45,Medium Risk,At Risk,0,1,Monitor and re-engage,53.5,199,Long Tail
TH-21100,Thea Hendricks,Consumer,West,California,Los Angeles,2017-12-30,2014-09-27,2017-01-20,344,212.0,1.62,5,2422.82,-135.21,484.56,-5.58,Repeat Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,53.45,200,Long Tail
CL-12700,Craig Leslie,Home Office,South,Kentucky,Florence,2017-12-30,2016-04-24,2017-09-16,105,109.0,0.96,5,2353.59,229.01,470.72,9.73,Repeat Customer,0,0.0,18.0,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,53.4,201,Long Tail
DH-13675,Duane Huffman,Home Office,South,Virginia,Harrisonburg,2017-12-30,2014-08-12,2015-11-15,776,69.0,11.25,4,1043.1,116.67,260.77,11.18,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,53.28,202,Long Tail
YS-21880,Yana Sorensen,Corporate,West,California,Oakland,2017-12-30,2015-01-12,2017-12-21,9,146.0,0.06,8,6720.44,1778.29,840.06,26.46,Loyal Customer,1,1000.02,3869.04,-74.15,Sharp Decline,20,Low Risk,Active,0,1,Light-touch nurture,53.16,203,Long Tail
RA-19885,Ruben Ausman,Corporate,South,Georgia,Athens,2017-12-30,2014-04-08,2017-11-17,43,141.0,0.3,7,3832.31,1292.87,547.47,33.74,Loyal Customer,2,446.08,1065.22,-58.12,Sharp Decline,30,Low Risk,Watch,0,1,Light-touch nurture,53.14,204,Long Tail
AG-10525,Andy Gerbode,Corporate,East,New York,New York City,2017-12-30,2014-08-09,2015-09-07,845,74.0,11.42,4,1455.04,-152.76,363.76,-10.5,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,52.92,205,Long Tail
BW-11200,Ben Wallace,Consumer,West,California,Los Angeles,2017-12-30,2014-08-12,2017-06-10,203,172.0,1.18,6,1738.41,247.0,289.73,14.21,Loyal Customer,0,0.0,0.0,,Stable,60,High Risk,Churned,1,0,Targeted retention offer,52.88,206,Long Tail
JH-16180,Justin Hirsh,Consumer,West,Oregon,Gresham,2017-12-30,2015-05-25,2016-11-21,404,205.0,1.97,4,2256.39,-96.95,564.1,-4.3,Repeat Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,52.72,207,Long Tail
MH-17785,Maya Herman,Corporate,Central,Texas,Lubbock,2017-12-30,2014-05-27,2017-09-23,98,182.0,0.54,7,2203.78,238.56,314.83,10.83,Loyal Customer,0,0.0,9.25,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,52.53,208,Long Tail
CS-12130,Chad Sievert,Consumer,West,Colorado,Englewood,2017-12-30,2014-08-05,2016-08-28,489,189.0,2.59,4,884.64,143.83,221.16,16.26,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,52.37,209,Long Tail
SM-20320,Sean Miller,Home Office,South,North Carolina,Monroe,2017-12-30,2014-03-18,2017-10-12,79,140.0,0.56,5,25043.05,-1980.74,5008.61,-7.91,Repeat Customer,1,7.97,526.45,-98.49,Sharp Decline,40,Medium Risk,At Risk,0,1,Monitor and re-engage,52.15,210,Long Tail
ME-17320,Maria Etezadi,Home Office,Central,Michigan,Saginaw,2017-12-30,2014-01-06,2017-11-18,42,101.0,0.42,10,10663.73,1859.47,1066.37,17.44,Loyal Customer,3,270.51,0.0,,New or Reactivated,15,Healthy,Watch,0,0,Maintain relationship,52.08,211,Long Tail
JJ-15445,Jennifer Jackson,Consumer,Central,Wisconsin,Waukesha,2017-12-30,2015-03-05,2016-09-03,483,164.0,2.95,5,709.18,200.56,141.84,28.28,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,51.99,212,Long Tail
SP-20545,Sibella Parks,Corporate,East,New York,New York City,2017-12-30,2014-10-13,2017-02-06,327,141.0,2.32,6,1306.09,-118.78,217.68,-9.09,Loyal Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,51.96,213,Long Tail
KH-16630,Ken Heidel,Corporate,West,Washington,Seattle,2017-12-30,2014-11-01,2017-11-02,58,103.0,0.56,9,3918.97,727.38,435.44,18.56,Loyal Customer,2,30.52,248.45,-87.72,Sharp Decline,30,Low Risk,Watch,0,1,Light-touch nurture,51.82,214,Long Tail
PS-18760,Pamela Stobb,Consumer,East,Pennsylvania,Philadelphia,2017-12-30,2014-06-15,2017-09-14,107,89.0,1.2,6,2181.48,-134.44,363.58,-6.16,Loyal Customer,0,0.0,517.26,-100.0,Recently Inactive,65,High Risk,Inactive,1,1,Targeted retention offer,51.81,215,Long Tail
JE-15745,Joel Eaton,Consumer,West,California,Oceanside,2017-12-30,2014-06-22,2017-11-09,51,84.0,0.61,13,6760.82,221.8,520.06,3.28,Loyal Customer,1,47.12,726.91,-93.52,Sharp Decline,30,Low Risk,Watch,0,1,Light-touch nurture,51.7,216,Long Tail
JM-15535,Jessica Myrick,Consumer,East,New York,New York City,2017-12-30,2014-09-13,2017-09-19,102,184.0,0.55,7,1733.44,356.54,247.63,20.57,Loyal Customer,0,0.0,40.76,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,51.62,217,Long Tail
RC-19825,Roy Collins,Consumer,West,Colorado,Colorado Springs,2017-12-30,2014-12-05,2016-12-26,369,125.0,2.95,6,966.41,63.99,161.07,6.62,Loyal Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,51.58,218,Long Tail
JF-15190,Jamie Frazer,Consumer,East,Pennsylvania,Philadelphia,2017-12-30,2014-11-15,2017-10-26,65,90.0,0.72,7,2279.59,575.13,325.66,25.23,Loyal Customer,1,166.69,847.46,-80.33,Sharp Decline,45,Medium Risk,At Risk,0,1,Monitor and re-engage,51.4,219,Long Tail
SS-20515,Shirley Schmidt,Home Office,Central,Wisconsin,Franklin,2017-12-30,2014-07-14,2016-08-26,491,232.0,2.12,3,613.4,199.93,204.47,32.59,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,51.37,220,Long Tail
RP-19270,Rachel Payne,Corporate,West,Washington,Seattle,2017-12-30,2014-10-19,2016-08-21,496,92.0,5.39,4,954.65,59.54,238.66,6.24,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,51.35,221,Long Tail
ZD-21925,Zuschuss Donatelli,Consumer,West,California,Los Angeles,2017-12-30,2014-08-27,2017-06-11,202,191.0,1.06,5,1493.94,249.13,298.79,16.68,Repeat Customer,0,0.0,0.0,,Stable,60,High Risk,Churned,1,0,Targeted retention offer,51.31,222,Long Tail
MG-17695,Maureen Gnade,Consumer,East,New York,Buffalo,2017-12-30,2014-12-26,2016-06-23,555,136.0,4.08,3,1342.28,-398.79,447.43,-29.71,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,51.18,223,Long Tail
AH-10465,Amy Hunt,Consumer,East,New York,New York City,2017-12-30,2015-01-03,2017-05-14,230,185.0,1.24,5,2495.39,-196.12,499.08,-7.86,Repeat Customer,0,0.0,0.0,,Stable,60,High Risk,Churned,1,0,Targeted retention offer,51.03,224,Long Tail
NF-18385,Natalie Fritzler,Consumer,East,West Virginia,Wheeling,2017-12-30,2014-02-11,2017-10-12,79,155.0,0.51,7,8322.83,-1695.97,1188.98,-20.38,Loyal Customer,1,673.34,1108.75,-39.27,Declining,40,Medium Risk,At Risk,0,1,Monitor and re-engage,51.02,225,Long Tail
JP-16135,Julie Prescott,Home Office,South,Georgia,Columbus,2017-12-30,2014-09-23,2017-09-19,102,137.0,0.74,9,1707.71,309.71,189.75,18.14,Loyal Customer,0,0.0,35.4,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,50.89,226,Long Tail
AR-10570,Anemone Ratner,Consumer,South,Georgia,Columbus,2017-12-30,2016-07-14,2016-07-14,534,90.0,5.93,1,88.15,32.63,88.15,37.02,One-Time Customer,0,0.0,0.0,,Stable,85,Critical Risk,Churned,1,0,Immediate win-back outreach,50.84,227,Long Tail
AO-10810,Anthony O'Donnell,Corporate,West,California,Los Angeles,2017-12-30,2016-08-16,2016-08-16,501,90.0,5.57,1,161.28,12.1,161.28,7.5,One-Time Customer,0,0.0,0.0,,Stable,85,Critical Risk,Churned,1,0,Immediate win-back outreach,50.82,228,Long Tail
RM-19750,Roland Murray,Consumer,East,New York,New York City,2017-12-30,2017-03-06,2017-03-06,299,90.0,3.32,1,98.35,28.69,98.35,29.17,One-Time Customer,0,0.0,0.0,,Stable,85,Critical Risk,Churned,1,0,Immediate win-back outreach,50.82,228,Long Tail
DK-12895,Dana Kaydos,Consumer,South,Florida,Miramar,2017-12-30,2015-03-08,2017-11-15,45,105.0,0.43,5,4282.18,937.65,856.44,21.9,Repeat Customer,1,559.2,1062.35,-47.36,Declining,25,Low Risk,Watch,0,1,Light-touch nurture,50.77,229,Long Tail
DP-13165,David Philippe,Consumer,Central,Illinois,Chicago,2017-12-30,2014-12-02,2015-10-10,812,156.0,5.21,2,1058.62,-40.94,529.31,-3.87,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,50.67,230,Long Tail
BD-11770,Bryan Davis,Consumer,East,New York,New York City,2017-12-30,2016-03-10,2017-02-06,327,56.0,5.84,6,658.47,141.27,109.74,21.45,Loyal Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,50.59,231,Long Tail
BM-11785,Bryan Mills,Consumer,South,Virginia,Harrisonburg,2017-12-30,2014-06-06,2017-05-26,218,125.0,1.74,10,1338.84,137.74,133.88,10.29,Loyal Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,50.54,232,Long Tail
ER-13855,Elpida Rittenbach,Corporate,South,North Carolina,Charlotte,2017-12-30,2015-12-21,2016-11-04,421,120.0,3.51,3,1245.79,-295.74,415.26,-23.74,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,50.5,233,Long Tail
JG-15805,John Grady,Corporate,East,New York,Auburn,2017-12-30,2014-04-05,2017-05-21,223,214.0,1.04,6,1507.02,206.1,251.17,13.68,Loyal Customer,0,0.0,0.0,,Stable,60,High Risk,Churned,1,0,Targeted retention offer,50.46,234,Long Tail
DP-13000,Darren Powers,Consumer,Central,Illinois,Chicago,2017-12-30,2014-01-03,2017-08-26,126,125.0,1.01,9,1050.64,241.45,116.74,22.98,Loyal Customer,0,0.0,64.96,-100.0,Recently Inactive,65,High Risk,Inactive,1,1,Targeted retention offer,50.3,235,Long Tail
AB-10105,Adrian Barton,Consumer,South,Kentucky,Henderson,2017-12-30,2014-12-20,2017-11-19,41,84.0,0.49,10,14473.57,5444.81,1447.36,37.62,Loyal Customer,1,843.84,632.12,33.49,Growing,10,Healthy,Watch,0,0,Maintain relationship,50.27,236,Long Tail
SS-20410,Shahid Shariari,Consumer,South,Kentucky,Georgetown,2017-12-30,2014-05-30,2017-09-11,110,164.0,0.67,6,3056.81,-1010.97,509.47,-33.07,Loyal Customer,0,0.0,212.66,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,50.24,237,Long Tail
JO-15280,Jas O'Carroll,Consumer,South,Tennessee,Memphis,2017-12-30,2014-03-31,2017-09-29,92,192.0,0.48,6,1934.27,202.14,322.38,10.45,Loyal Customer,0,0.0,243.92,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,50.24,237,Long Tail
HL-15040,Hunter Lopez,Consumer,East,Delaware,Newark,2017-12-30,2014-01-20,2017-11-17,43,210.0,0.2,6,12873.3,5622.43,2145.55,43.68,Loyal Customer,2,10522.55,0.0,,New or Reactivated,10,Healthy,Watch,0,0,Maintain relationship,50.18,238,Long Tail
BD-11725,Bruce Degenhardt,Consumer,West,California,Los Angeles,2017-12-30,2015-07-03,2017-09-28,93,136.0,0.68,6,1526.5,333.98,254.42,21.88,Loyal Customer,0,0.0,184.95,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,50.13,239,Long Tail
RE-19405,Ricardo Emerson,Consumer,East,Ohio,Kent,2017-12-30,2014-12-29,2014-12-29,1097,90.0,12.19,1,48.36,6.05,48.36,12.5,One-Time Customer,0,0.0,0.0,,Stable,85,Critical Risk,Churned,1,0,Immediate win-back outreach,50.1,240,Long Tail
SW-20755,Steven Ward,Corporate,East,New York,New York City,2017-12-30,2014-11-02,2016-07-14,534,133.0,4.02,2,758.7,68.24,379.35,8.99,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,49.93,241,Long Tail
CJ-11875,Carl Jackson,Corporate,East,Pennsylvania,Philadelphia,2017-12-30,2016-12-30,2016-12-30,365,90.0,4.06,1,16.52,1.65,16.52,10.0,One-Time Customer,0,0.0,0.0,,Stable,85,Critical Risk,Churned,1,0,Immediate win-back outreach,49.89,242,Long Tail
CC-12370,Christopher Conant,Consumer,East,New York,New York City,2017-12-30,2016-05-23,2017-11-17,43,81.0,0.53,5,12129.07,2177.05,2425.81,17.95,Repeat Customer,2,227.89,0.0,,New or Reactivated,10,Healthy,Watch,0,0,Maintain relationship,49.84,243,Long Tail
TS-21370,Todd Sumrall,Corporate,East,New York,New York City,2017-12-30,2014-10-28,2017-11-24,36,120.0,0.3,6,11891.75,2371.71,1981.96,19.94,Loyal Customer,2,6492.31,0.0,,New or Reactivated,10,Healthy,Watch,0,0,Maintain relationship,49.84,243,Long Tail
PC-19000,Pauline Chand,Home Office,West,California,Los Angeles,2017-12-30,2014-04-08,2015-08-01,882,360.0,2.45,2,1061.49,-184.34,530.74,-17.37,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,49.84,243,Long Tail
MK-18160,Mike Kennedy,Consumer,South,Virginia,Newport News,2017-12-30,2014-12-19,2017-05-04,240,130.0,1.85,4,1031.6,227.83,257.9,22.09,Repeat Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,49.84,243,Long Tail
LD-16855,Lela Donovan,Corporate,Central,Illinois,Chicago,2017-12-30,2016-06-26,2016-06-26,552,90.0,6.13,1,5.3,0.46,5.3,8.75,One-Time Customer,0,0.0,0.0,,Stable,85,Critical Risk,Churned,1,0,Immediate win-back outreach,49.81,244,Long Tail
MG-18205,Mitch Gastineau,Corporate,South,Florida,Jacksonville,2017-12-30,2017-04-10,2017-04-10,264,90.0,2.93,1,16.74,-1.25,16.74,-7.44,One-Time Customer,0,0.0,0.0,,Stable,85,Critical Risk,Churned,1,0,Immediate win-back outreach,49.8,245,Long Tail
DL-12865,Dan Lawera,Consumer,South,Florida,Miami,2017-12-30,2014-06-29,2017-09-21,100,136.0,0.74,8,1503.11,322.24,187.89,21.44,Loyal Customer,0,0.0,12.29,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,49.75,246,Long Tail
MH-17290,Marc Harrigan,Home Office,West,California,Los Angeles,2017-12-30,2014-04-26,2017-09-02,119,153.0,0.78,6,2394.03,28.76,399.0,1.2,Loyal Customer,0,0.0,702.52,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,49.73,247,Long Tail
BF-11020,Barry Französisch,Corporate,West,California,Modesto,2017-12-30,2014-02-15,2017-10-17,74,101.0,0.73,8,2888.51,302.02,361.06,10.46,Loyal Customer,1,52.79,686.59,-92.31,Sharp Decline,40,Medium Risk,At Risk,0,1,Monitor and re-engage,49.65,248,Long Tail
RF-19735,Roland Fjeld,Consumer,Central,Michigan,Trenton,2017-12-30,2014-08-06,2017-10-02,89,133.0,0.67,7,2341.3,711.62,334.47,30.39,Loyal Customer,1,275.65,935.74,-70.54,Sharp Decline,40,Medium Risk,At Risk,0,1,Monitor and re-engage,49.65,248,Long Tail
CG-12520,Claire Gute,Consumer,Central,Texas,Houston,2017-12-30,2015-10-15,2017-01-26,338,176.0,1.92,3,1148.78,169.93,382.93,14.79,Repeat Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,49.62,249,Long Tail
AB-10255,Alejandro Ballentine,Home Office,West,California,Los Angeles,2017-12-30,2014-07-22,2017-07-17,166,126.0,1.32,9,914.53,264.57,101.61,28.93,Loyal Customer,0,0.0,479.98,-100.0,Recently Inactive,65,High Risk,Inactive,1,1,Targeted retention offer,49.52,250,Long Tail
CB-12025,Cassandra Brandow,Consumer,South,Alabama,Decatur,2017-12-30,2014-03-21,2017-11-13,47,80.0,0.59,10,6076.14,150.21,607.61,2.47,Loyal Customer,1,239.92,556.55,-56.89,Sharp Decline,30,Low Risk,Watch,0,1,Light-touch nurture,49.49,251,Long Tail
CM-12385,Christopher Martinez,Consumer,Central,Illinois,Chicago,2017-12-30,2015-03-16,2017-11-23,37,164.0,0.23,4,8954.02,3899.89,2238.51,43.55,Repeat Customer,1,240.37,0.0,,New or Reactivated,10,Healthy,Watch,0,0,Maintain relationship,49.44,252,Long Tail
JR-15670,Jim Radford,Consumer,East,Connecticut,Middletown,2017-12-30,2015-12-24,2016-05-16,593,108.0,5.49,2,1156.66,-785.16,578.33,-67.88,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,49.35,253,Long Tail
CS-12490,Cindy Schnelling,Corporate,Central,Texas,Conroe,2017-12-30,2015-01-12,2016-11-01,424,124.0,3.42,4,1077.23,-302.88,269.31,-28.12,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,49.35,253,Long Tail
TC-21475,Tony Chapman,Home Office,East,Ohio,Lakewood,2017-12-30,2014-11-22,2017-07-30,153,147.0,1.04,9,1244.98,119.1,138.33,9.57,Loyal Customer,0,0.0,76.78,-100.0,Recently Inactive,65,High Risk,Inactive,1,1,Targeted retention offer,49.33,254,Long Tail
TW-21025,Tamara Willingham,Home Office,West,Arizona,Mesa,2017-12-30,2014-12-22,2017-10-27,64,142.0,0.45,7,5278.83,737.39,754.12,13.97,Loyal Customer,1,44.78,6.48,591.05,Growing,20,Low Risk,At Risk,0,0,Light-touch nurture,49.3,255,Long Tail
MG-17680,Maureen Gastineau,Home Office,East,Ohio,Mentor,2017-12-30,2014-10-22,2017-09-29,92,179.0,0.51,4,2350.19,25.89,587.55,1.1,Repeat Customer,0,0.0,693.13,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,49.26,256,Long Tail
JO-15550,Jesus Ocampo,Home Office,Central,Nebraska,Omaha,2017-12-30,2015-03-19,2017-05-29,215,120.0,1.79,5,1090.84,167.67,218.17,15.37,Repeat Customer,0,0.0,0.0,,Stable,65,High Risk,Churned,1,0,Targeted retention offer,49.26,256,Long Tail
SS-20590,Sonia Sunley,Consumer,West,California,San Francisco,2017-12-30,2014-08-05,2016-10-24,432,152.0,2.84,6,418.49,135.54,69.75,32.39,Loyal Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,49.23,257,Long Tail
BT-11485,Brad Thomas,Home Office,East,Pennsylvania,Philadelphia,2017-12-30,2015-12-27,2016-03-11,659,56.0,11.77,2,415.2,126.87,207.6,30.56,Repeat Customer,0,0.0,0.0,,Stable,75,High Risk,Churned,1,0,Targeted retention offer,49.14,258,Long Tail
JK-15205,Jamie Kunitz,Consumer,West,California,San Francisco,2017-12-30,2014-07-11,2017-10-30,61,151.0,0.4,5,4427.14,1219.98,885.43,27.56,Repeat Customer,1,1993.77,0.0,,New or Reactivated,20,Low Risk,At Risk,0,0,Light-touch nurture,49.1,259,Long Tail
DS-13030,Darrin Sayre,Home Office,West,Colorado,Aurora,2017-12-30,2014-07-09,2017-09-28,93,98.0,0.95,4,1762.21,193.33,440.55,10.97,Repeat Customer,0,0.0,535.26,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,49.05,260,Long Tail
SM-20950,Suzanne McNair,Corporate,East,New York,New York City,2017-12-30,2014-09-29,2017-12-05,25,83.0,0.3,12,5563.39,581.57,463.62,10.45,Loyal Customer,1,334.52,735.98,-54.55,Sharp Decline,20,Low Risk,Active,0,1,Light-touch nurture,49.02,261,Long Tail
EM-13810,Eleni McCrary,Corporate,East,Massachusetts,Franklin,2017-12-30,2015-06-07,2017-08-20,132,201.0,0.66,5,2567.01,-133.83,513.4,-5.21,Repeat Customer,0,0.0,40.29,-100.0,Recently Inactive,55,Medium Risk,Inactive,0,1,Monitor and re-engage,49.01,262,Long Tail
SF-20965,Sylvia Foulston,Corporate,East,Ohio,Columbus,2017-12-30,2014-10-21,2017-11-12,48,105.0,0.46,9,3336.54,539.94,370.73,16.18,Loyal Customer,1,29.39,207.95,-85.87,Sharp Decline,30,Low Risk,Watch,0,1,Light-touch nurture,49.0,263,Long Tail
